,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
9652,1228678-01,10,OI,25.0,36.0,VALERIE KOEN,2019-04-15,WELLPET LLC,LAEM CHABANG,LONG BEACH,3392.1,3165.74,226.36,3152.0,3392.1,240.1,16287.0,42.0,1.0,40HQ,16286.99
9653,1228679-01,10,OI,25.0,36.0,VALERIE KOEN,2019-04-22,WELLPET LLC,LAEM CHABANG,LONG BEACH,3619.11,2952.31,666.8,3428.75,3619.11,190.36,14615.0,42.0,1.0,40DV,14615.31
9710,1228724-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5985.02,5384.77,600.25,5805.0,5985.02,180.02,14906.0,42.0,1.0,40DV,14906.88
9711,1228725-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-06,WELLPET LLC,LAEM CHABANG,COLUMBUS,6065.29,5465.04,600.25,5805.0,6065.29,260.29,17350.0,42.0,1.0,40DV,17350.35
9714,1228728-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5744.43,5219.18,525.25,5580.0,5744.43,164.43,8740.0,42.0,1.0,40DV,8740.7
9715,1228729-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5906.57,5336.32,570.25,5715.0,5906.57,191.57,11264.0,42.0,1.0,40DV,11264.25
9717,1228731-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,6014.46,5399.21,615.25,5850.0,6014.46,164.46,8400.0,42.0,1.0,40DV,8400.0
9718,1228732-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,6205.72,5470.47,735.25,6060.0,6205.72,145.72,8400.0,42.0,1.0,40DV,8400.0
9736,1228749-01,10,OI,25.0,36.0,VALERIE KOEN,2019-04-22,WELLPET LLC,LAEM CHABANG,LONG BEACH,2986.97,2370.49,616.48,2864.0,2986.97,122.97,8581.0,20.0,1.0,20DV,8580.6
9771,1228782-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,5819.95,5317.75,502.2,5580.0,5819.95,239.95,15864.0,42.0,1.0,40DV,15684.38
9818,1228826-01,10,OI,25.0,36.0,VALERIE KOEN,2019-04-29,WELLPET LLC,LAEM CHABANG,LONG BEACH,3460.54,2999.31,461.23,3290.0,3460.54,170.54,10857.0,42.0,1.0,40DV,10857.2
9822,1228829-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,5733.95,5296.29,437.66,5490.0,5733.95,243.95,16723.0,42.0,1.0,40DV,16723.21
9833,1228840-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-06,WELLPET LLC,LAEM CHABANG,LONG BEACH,3796.2,3334.97,461.23,3515.0,3796.2,281.2,18712.0,42.0,1.0,40DV,18712.06
9935,1228929-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-06,WELLPET LLC,LAEM CHABANG,COLUMBUS,9552.85,8988.1,564.75,9331.0,9552.85,221.85,14645.0,42.0,1.0,40HQ,14645.1
9936,1228930-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-06,WELLPET LLC,LAEM CHABANG,COLUMBUS,8451.32,7961.57,489.75,8181.0,8451.32,270.32,17409.0,42.0,1.0,40HQ,17409.0
9937,1228931-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-06,WELLPET LLC,LAEM CHABANG,COLUMBUS,8192.64,7717.89,474.75,7951.0,8192.64,241.64,15132.0,42.0,1.0,40HQ,15132.36
9938,1228932-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-06,WELLPET LLC,LAEM CHABANG,COLUMBUS,6403.9,6072.14,331.76,6186.0,6403.9,217.9,14376.0,42.0,1.0,40HQ,14376.0
9939,1228933-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-06,WELLPET LLC,LAEM CHABANG,COLUMBUS,6599.96,6230.21,369.75,6391.0,6599.96,208.96,17336.0,42.0,1.0,40HQ,17336.55
10004,1228995-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-13,WELLPET LLC,LAEM CHABANG,COLUMBUS,10186.78,9607.03,579.75,9911.0,10186.78,275.78,20405.0,42.0,1.0,40DV,20405.0
10005,1228996-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-13,WELLPET LLC,LAEM CHABANG,COLUMBUS,9559.0,9017.24,541.76,9331.0,9559.0,228.0,19856.0,42.0,1.0,40DV,19856.75
10006,1228997-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-27,WELLPET LLC,LAEM CHABANG,LONG BEACH,3944.83,3383.82,561.01,3696.4,3944.83,248.43,18364.0,42.0,1.0,40DV,18364.61
10007,1228998-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-27,WELLPET LLC,LAEM CHABANG,LONG BEACH,3654.04,2680.56,973.48,3550.0,3654.04,104.04,5874.0,22.0,1.0,20DV,5874.0
10011,1229002-01,10,OI,25.0,36.0,VALERIE KOEN,2019-05-27,WELLPET LLC,LAEM CHABANG,LONG BEACH,3632.38,3054.9,577.48,3471.82,3632.38,160.56,13328.0,22.0,1.0,20DV,13328.0
10178,1229152-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5993.8,5425.83,567.97,5776.0,5993.8,217.8,17354.0,42.0,1.0,40DV,17353.92
10179,1229153-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5651.82,5208.85,442.97,5431.0,5651.82,220.82,18239.0,42.0,1.0,40DV,18239.2
10180,1229154-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,6915.8,5995.05,920.75,6676.0,6915.8,239.8,19603.0,42.0,1.0,40DV,19602.8
10181,1229155-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,6382.08,5841.33,540.75,6136.0,6382.08,246.08,13725.0,42.0,1.0,40DV,13725.46
10182,1229156-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5670.01,5219.26,450.75,5386.0,5670.01,284.01,18354.0,42.0,1.0,40DV,18354.0
10183,1229157-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,6167.26,5656.51,510.75,5886.0,6167.26,281.26,18366.0,42.0,1.0,40DV,18365.76
10205,1229178-01,10,OI,25.0,36.0,VALERIE KOEN,2019-06-24,WELLPET LLC,LAEM CHABANG,LONG BEACH,3788.29,3178.97,609.32,3550.1,3788.29,238.19,18423.0,42.0,1.0,40DV,18423.21
10243,1229213-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-01,WELLPET LLC,LAEM CHABANG,LONG BEACH,3637.45,3186.18,451.27,3380.0,3637.45,257.45,17673.0,42.0,1.0,40DV,17672.52
10259,1229228-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5929.17,5816.25,112.92,5701.0,5929.17,228.17,17514.0,42.0,1.0,40DV,17514.4
10260,1229229-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,7377.69,6141.94,1235.75,7181.0,7377.69,196.69,14664.0,42.0,1.0,40DV,14664.04
10261,1229230-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5951.26,6035.51,-84.25,5671.0,5951.26,280.26,17519.0,42.0,1.0,40DV,17519.88
10291,1229259-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-20,WELLPET LLC,LAEM CHABANG,COLUMBUS,6220.55,5104.8,1115.75,6021.0,6220.55,199.55,13878.0,42.0,1.0,40DV,13878.73
10293,1229261-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5545.08,5094.33,450.75,5356.0,5545.08,189.08,11460.0,42.0,1.0,40DV,11460.0
10294,1229262-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5367.2,5014.34,352.86,5131.0,5367.2,236.2,13781.0,42.0,1.0,40DV,13781.16
10340,1229298-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-08,WELLPET LLC,LAEM CHABANG,LONG BEACH,3308.38,2448.51,859.87,3249.0,3308.38,59.38,3565.0,22.0,1.0,20DV,3565.18
10348,1229306-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-22,WELLPET LLC,LAEM CHABANG,COLUMBUS,5500.63,5052.77,447.86,5226.0,5500.63,274.63,14396.0,42.0,1.0,40DV,14396.23
10403,1229358-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5487.52,5010.48,477.04,5226.0,5487.52,261.52,17902.0,42.0,1.0,40DV,17902.5
10404,1229359-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-29,WELLPET LLC,LAEM CHABANG,COLUMBUS,5596.5,5095.75,500.75,5316.0,5596.5,280.5,19364.0,42.0,1.0,40DV,19364.52
10435,1229388-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-15,WELLPET LLC,LAEM CHABANG,LONG BEACH,3237.34,2810.71,426.63,3073.0,3237.34,164.34,11490.0,22.0,1.0,20DV,11490.8
10462,1229409-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5488.03,8841.28,-3353.25,5226.0,5488.03,262.03,17627.0,42.0,1.0,40DV,17627.18
10464,1229411-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-08,WELLPET LLC,LAEM CHABANG,COLUMBUS,5670.32,1085.57,4584.75,5361.0,5670.32,309.32,16397.0,42.0,1.0,40DV,16397.66
10484,1229427-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-31,WELLPET LLC,LAEM CHABANG,LONG BEACH,3801.95,2997.59,804.36,3518.0,3801.95,283.95,17184.0,42.0,1.0,40DV,17183.8
10514,1229457-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5523.47,4966.22,557.25,5241.0,5523.47,282.47,17123.0,42.0,1.0,40DV,17123.28
10515,1229458-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-15,WELLPET LLC,LAEM CHABANG,COLUMBUS,5520.94,4987.34,533.6,5241.0,5520.94,279.94,17640.0,42.0,1.0,40DV,17640.6
10541,1229475-01,10,OI,25.0,36.0,VALERIE KOEN,2019-07-31,WELLPET LLC,LAEM CHABANG,LONG BEACH,3181.77,2899.8,281.97,3054.0,3181.77,127.77,7936.0,22.0,1.0,20DV,7935.72
10572,1229506-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-22,WELLPET LLC,LAEM CHABANG,COLUMBUS,5480.05,4876.3,603.75,5241.0,5480.05,239.05,18648.0,42.0,1.0,40HQ,18648.0
10573,1229507-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-22,WELLPET LLC,LAEM CHABANG,COLUMBUS,5520.58,4910.48,610.1,5241.0,5520.58,279.58,18271.0,42.0,1.0,40HQ,18270.88
10574,1229508-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5697.22,5093.47,603.75,5421.0,5697.22,276.22,19402.0,42.0,1.0,40HQ,19041.85
10580,1229512-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-07,WELLPET LLC,LAEM CHABANG,LONG BEACH,3595.01,3144.54,450.47,3409.0,3595.01,186.01,13507.0,42.0,1.0,40DV,13507.72
10623,1229553-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-29,WELLPET LLC,LAEM CHABANG,COLUMBUS,5494.07,4943.86,550.21,5241.0,5494.07,253.07,13590.0,42.0,1.0,40DV,13589.78
10732,1229658-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-22,WELLPET LLC,LAEM CHABANG,LONG BEACH,5241.61,4512.85,728.76,4972.08,5241.61,269.53,17943.0,42.0,1.0,40DV,17942.78
10733,1229659-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-22,WELLPET LLC,LAEM CHABANG,LONG BEACH,5432.23,4916.11,516.12,5248.9,5432.23,183.33,15107.0,22.0,1.0,20DV,15107.5
10759,1229682-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-28,WELLPET LLC,LAEM CHABANG,LONG BEACH,3878.38,3244.62,633.76,3689.0,3878.38,189.38,11234.0,42.0,1.0,40DV,11234.76
10760,1229683-01,10,OI,25.0,36.0,VALERIE KOEN,2019-08-28,WELLPET LLC,LAEM CHABANG,LONG BEACH,3846.05,3314.7,531.35,3644.0,3846.05,202.05,15436.0,42.0,1.0,40DV,15436.12
10785,1229706-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,5519.63,4956.98,562.65,5241.0,5519.63,278.63,17916.0,42.0,1.0,40DV,17916.12
10786,1229707-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,5522.25,4965.0,557.25,5241.0,5522.25,281.25,18137.0,42.0,1.0,40DV,18137.52
10787,1229708-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,5540.12,4982.87,557.25,5241.0,5540.12,299.12,18428.0,42.0,1.0,40DV,18427.98
10846,1229762-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4157.37,4386.0,228.63,19515.0,42.0,1.0,40DV,19515.0
10847,1229763-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4105.98,4386.0,280.02,18352.0,42.0,1.0,40DV,18352.86
10849,1229765-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4142.58,4386.0,243.42,17175.0,42.0,1.0,40DV,17175.0
10850,1229766-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,4421.0,4024.6,396.4,4199.82,4421.0,221.18,16062.0,42.0,1.0,40DV,16062.5
10851,1229767-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,4516.0,4001.0,515.0,4230.11,4516.0,285.89,17825.0,0.0,1.0,40',17824.74
10921,1229812-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4153.49,4386.0,232.51,17076.0,42.0,1.0,40DV,17076.0
10922,1229813-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,0.0,4001.0,-4001.0,-260.31,4386.0,260.31,17364.0,42.0,1.0,40DV,17364.66
10923,1229814-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4145.96,4386.0,240.04,16292.0,0.0,1.0,40DV,16291.96
10925,1229816-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4087.86,4386.0,298.14,16306.0,42.0,1.0,40DV,16306.2
10927,1229818-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,4386.0,4001.0,385.0,4139.24,4386.0,246.76,18024.0,42.0,1.0,40DV,18024.0
10936,1229824-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-19,WELLPET LLC,LAEM CHABANG,LONG BEACH,4164.0,3765.24,398.76,3920.21,4164.0,243.79,17120.0,42.0,1.0,40DV,17120.5
10939,1229827-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-19,WELLPET LLC,LAEM CHABANG,LONG BEACH,3179.37,2755.61,423.76,2913.6,3179.37,265.77,18649.0,42.0,1.0,40DV,18649.35
10961,1229845-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,7201.0,6533.75,667.25,6926.95,7201.0,274.05,19463.0,42.0,1.0,40HQ,19462.25
10962,1229846-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,8091.0,7343.75,747.25,7886.02,8091.0,204.98,16840.0,42.0,1.0,40HQ,16840.4
10963,1229847-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,8091.0,7343.75,747.25,7872.36,8091.0,218.64,13038.0,42.0,1.0,40HQ,13038.4
10965,1229849-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,8056.0,7343.75,712.25,7799.36,8056.0,256.64,19284.0,42.0,1.0,40HQ,19284.6
10967,1229851-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,7366.0,6998.75,367.25,7117.58,7366.0,248.42,20006.0,42.0,1.0,40HQ,20006.4
10968,1229852-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,7136.0,6483.75,652.25,6904.02,7136.0,231.98,19100.0,42.0,1.0,40HQ,19100.0
10969,1229853-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,8091.0,7343.75,747.25,7855.59,8091.0,235.41,18950.0,42.0,1.0,40HQ,18949.8
11003,1229874-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-25,WELLPET LLC,LAEM CHABANG,LONG BEACH,2988.0,1092.12,1895.88,2914.95,2988.0,73.05,4412.0,22.0,1.0,20DV,4412.85
11004,1229875-01,10,OI,25.0,36.0,VALERIE KOEN,2019-09-25,WELLPET LLC,LAEM CHABANG,LONG BEACH,3399.0,3118.69,280.31,3134.14,3399.0,264.86,18722.0,42.0,1.0,40DV,18722.48
11048,1229899-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-17,WELLPET LLC,LAEM CHABANG,COLUMBUS,4455.0,4001.0,454.0,4137.11,4455.0,317.89,16182.0,42.0,1.0,40DV,16182.53
11049,1229900-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-17,WELLPET LLC,LAEM CHABANG,COLUMBUS,4455.0,4001.0,454.0,4259.18,4455.0,195.82,16445.0,42.0,1.0,40DV,16445.0
11050,1229901-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-17,WELLPET LLC,LAEM CHABANG,COLUMBUS,4455.0,4001.0,454.0,4133.71,4455.0,321.29,17309.0,42.0,1.0,40DV,17309.24
11096,1229940-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,6745.0,6053.75,691.25,6476.02,6745.0,268.98,17273.0,42.0,1.0,40DV,17272.9
11097,1229941-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,6650.0,6053.75,596.25,6367.01,6650.0,282.99,17247.0,42.0,1.0,40DV,17246.88
11098,1229942-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,7665.0,6913.75,751.25,7384.95,7665.0,280.05,17605.0,42.0,1.0,40DV,17605.17
11099,1229943-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,4455.0,4001.0,454.0,4266.8,4455.0,188.2,12126.0,42.0,1.0,40DV,12126.4
11102,1229946-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,6745.0,5454.75,1290.25,6650.31,6745.0,94.69,6048.0,22.0,1.0,20DV,6048.0
11153,1229989-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-12,WELLPET LLC,LAEM CHABANG,LONG BEACH,3284.0,2875.24,408.76,3026.65,3284.0,257.35,19563.0,42.0,1.0,40DV,19563.7
11160,1229996-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-31,WELLPET LLC,LAEM CHABANG,COLUMBUS,7895.0,7128.75,766.25,7591.9,7895.0,303.1,14327.0,42.0,1.0,40DV,14327.08
11161,1229997-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-31,WELLPET LLC,LAEM CHABANG,COLUMBUS,7895.0,6529.75,1365.25,7726.82,7895.0,168.18,10278.0,22.0,1.0,20DV,10278.24
11166,1230002-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-31,WELLPET LLC,LAEM CHABANG,COLUMBUS,7895.0,7128.75,766.25,7657.23,7895.0,237.77,16410.0,42.0,1.0,40DV,16410.6
11169,1230005-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-31,WELLPET LLC,LAEM CHABANG,COLUMBUS,4455.0,4001.0,454.0,4228.15,4455.0,226.85,16805.0,42.0,1.0,40DV,166805.6
11170,1230006-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-31,WELLPET LLC,LAEM CHABANG,COLUMBUS,6745.0,6053.75,691.25,6479.36,6745.0,265.64,17676.0,42.0,1.0,40DV,17676.0
11197,1230029-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-16,WELLPET LLC,LAEM CHABANG,LONG BEACH,3264.0,2770.24,493.76,2976.31,3264.0,287.69,18395.0,42.0,1.0,40DV,18395.2
11214,1230044-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,6285.0,5623.75,661.25,6036.51,6285.0,248.49,19321.0,42.0,1.0,40DV,19321.0
11216,1230046-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,4455.0,4001.0,454.0,4177.54,4455.0,277.46,18758.0,42.0,1.0,40DV,18758.0
11217,1230047-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,4490.0,4001.0,489.0,4255.54,4490.0,234.46,17213.0,42.0,1.0,40DV,17213.8
11219,1230049-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,6285.0,5623.75,661.25,6023.02,6285.0,261.98,18088.0,42.0,1.0,40DV,18088.56
11220,1230050-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,4490.0,4001.0,489.0,4243.09,4490.0,246.91,14784.0,42.0,1.0,40DV,14784.0
11221,1230051-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,6190.0,5623.75,566.25,5927.67,6190.0,262.33,18927.0,42.0,1.0,40DV,18927.44
11276,1230092-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,LAEM CHABANG,LONG BEACH,3229.0,2805.24,423.76,2969.89,3229.0,259.11,17294.0,42.0,1.0,40DV,17294.38
11306,1230119-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5860.0,5283.25,576.75,5644.37,5860.0,215.63,17263.0,42.0,1.0,40DV,17263.2
11307,1230120-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5410.0,4813.25,596.75,5177.08,5410.0,232.92,13776.0,42.0,1.0,40DV,13776.0
11308,1230121-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5330.0,4783.25,546.75,5143.82,5330.0,186.18,11424.0,42.0,1.0,40DV,11424.0
11309,1230122-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5330.0,4783.25,546.75,5117.99,5330.0,212.01,15216.0,42.0,1.0,40DV,15216.45
11310,1230123-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5375.0,4813.25,561.75,5191.27,5375.0,183.73,11760.0,42.0,1.0,40DV,11760.0
11335,1230142-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-30,WELLPET LLC,LAEM CHABANG,LONG BEACH,3075.0,2686.24,388.76,2854.72,3075.0,220.28,13612.0,48.0,1.0,40DV,13612.2
11340,1230147-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-30,WELLPET LLC,LAEM CHABANG,LONG BEACH,223.0,114.24,108.76,40.19,223.0,182.81,11410.0,48.0,1.0,40DV,11410.0
11341,1230148-01,10,OI,25.0,36.0,VALERIE KOEN,2019-10-30,WELLPET LLC,LAEM CHABANG,LONG BEACH,3075.0,2749.99,325.01,2836.65,3075.0,238.35,15993.0,48.0,1.0,40DV,15993.51
11345,1230152-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5330.0,4783.25,546.75,5114.77,5330.0,215.23,13581.0,42.0,1.0,40DV,13581.2
11347,1230154-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5280.0,4813.25,466.75,5149.41,5280.0,130.59,8539.0,42.0,1.0,40DV,8538.6
11510,1230272-01,10,OI,25.0,36.0,VALERIE KOEN,2019-12-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5415.0,4903.25,511.75,5126.9,5415.0,288.1,14894.0,42.0,1.0,40DV,14894.04
11511,1230273-01,10,OI,25.0,36.0,VALERIE KOEN,2019-12-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5370.0,4873.25,496.75,5080.26,5370.0,289.74,15851.0,42.0,1.0,40DV,15851.64
11512,1230274-01,10,OI,25.0,36.0,VALERIE KOEN,2019-12-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5235.0,4783.25,451.75,4961.03,5235.0,273.97,17847.0,42.0,1.0,40DV,17847.84
11540,1230297-01,10,OI,25.0,36.0,VALERIE KOEN,2019-11-30,WELLPET LLC,LAEM CHABANG,LONG BEACH,3926.74,3566.74,360.0,3602.02,3926.74,324.72,21903.0,42.0,1.0,40DV,21903.12
11603,1230351-01,10,OI,25.0,36.0,VALERIE KOEN,2019-12-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,5055.0,4663.25,391.75,4758.52,5055.0,296.48,18281.0,42.0,1.0,40DV,18280.08
