,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
5003,1224537-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,4622.5,3920.5,702.0,4435.0,4622.5,187.5,12712.0,0.0,1.0,40,12711.6
5004,1224538-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,6969.81,5940.81,1029.0,6760.0,6969.81,209.81,11366.0,0.0,1.0,40,11366.4
5005,1224539-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,4666.81,3959.81,707.0,4475.0,4666.81,191.81,12484.0,0.0,1.0,40,12483.6
5006,1224540-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,4962.74,4372.63,590.11,4756.25,4962.74,206.49,12787.0,0.0,1.0,40,12786.75
5008,1224542-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,4614.92,3897.92,717.0,4435.0,4614.92,179.92,11366.0,0.0,1.0,40,11366.4
5009,1224543-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,4686.52,3989.52,697.0,4432.5,4686.52,254.02,14149.0,0.0,1.0,40,14149.46
5067,1224583-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-03,WELLPET LLC,LAEM CHABANG,NEW YORK,4685.81,3968.81,717.0,4435.0,4685.81,250.81,17316.0,0.0,1.0,40,17315.25
5068,1224584-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-03,WELLPET LLC,LAEM CHABANG,NEW YORK,4843.86,4100.62,743.24,4607.5,4843.86,236.36,13500.0,0.0,1.0,40,13500.0
5069,1224585-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-03,WELLPET LLC,LAEM CHABANG,NEW YORK,4844.55,4068.8,775.75,4626.25,4844.55,218.3,13657.0,0.0,1.0,40,13657.2
5088,1224604-01,10,OI,25.0,36.0,VALERIE KOEN,2017-11-27,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3634.54,2869.04,765.5,3458.0,3634.54,176.54,13537.0,40.0,1.0,40',13537.3
5089,1224605-01,10,OI,25.0,36.0,VALERIE KOEN,2017-11-27,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3746.56,3274.06,472.5,3496.68,3746.56,249.88,15418.0,40.0,1.0,40',15418.3
5090,1224606-01,10,OI,25.0,36.0,VALERIE KOEN,2017-11-27,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3638.32,2919.42,718.9,3458.0,3638.32,180.32,10888.0,40.0,1.0,40',10888.45
5104,1224620-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-17,WELLPET LLC,LAEM CHABANG,NEW YORK,4662.43,3945.43,717.0,4480.0,4662.43,182.43,11722.0,0.0,1.0,40,11721.6
5106,1224622-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-10,WELLPET LLC,LAEM CHABANG,NEW YORK,4470.64,3801.14,669.5,4390.0,4470.64,80.64,6266.0,0.0,1.0,40,6266.4
5107,1224623-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-17,WELLPET LLC,LAEM CHABANG,NEW YORK,4641.54,3948.34,693.2,4496.25,4641.54,145.29,10130.0,0.0,1.0,40,10130.4
5108,1224624-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-17,WELLPET LLC,LAEM CHABANG,NEW YORK,4520.65,3788.65,732.0,4390.0,4520.65,130.65,10336.0,0.0,1.0,40,10336.0
5109,1224626-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-11,WELLPET LLC,LAEM CHABANG,LOS ANGELES,4238.01,3396.8,841.21,4008.0,4238.01,230.01,12679.0,40.0,1.0,40,9164.96
5110,1224627-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-11,WELLPET LLC,LAEM CHABANG,LOS ANGELES,4140.95,3210.45,930.5,4008.0,4140.95,132.95,9165.0,44.0,1.0,40,9164.96
5201,1224707-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-18,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3371.41,2440.2,931.21,3143.0,3371.41,228.41,16086.0,0.0,1.0,40,16086.4
5202,1224708-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-24,WELLPET LLC,LAEM CHABANG,NEW YORK,4501.46,3804.46,697.0,4272.5,4501.46,228.96,16337.0,60.0,1.0,40,16336.62
5203,1224709-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-24,WELLPET LLC,LAEM CHABANG,NEW YORK,4600.04,3853.04,747.0,4338.75,4600.04,261.29,18871.0,0.0,1.0,40,18871.12
5204,1224710-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-24,WELLPET LLC,LAEM CHABANG,NEW YORK,4520.7,3818.7,702.0,4275.0,4520.7,245.7,16392.0,60.0,1.0,40,16392.35
5205,1224711-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-24,WELLPET LLC,LAEM CHABANG,NEW YORK,4411.97,3699.97,712.0,4165.0,4411.97,246.97,15830.0,0.0,1.0,40,15830.15
5206,1224712-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-25,WELLPET LLC,LAEM CHABANG,NEW YORK,4566.32,3839.06,727.26,4320.0,4566.32,246.32,17456.0,0.0,1.0,40,17456.07
5207,1224713-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-07,WELLPET LLC,LAEM CHABANG,NEW YORK,4239.7,3567.44,672.26,3990.0,4239.7,249.7,19779.0,60.0,1.0,40,19779.06
5322,1224811-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-31,WELLPET LLC,LAEM CHABANG,NEW YORK,4567.93,3880.93,687.0,4265.0,4567.93,302.93,17910.0,0.0,1.0,40,17910.0
5326,1224813-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-31,WELLPET LLC,LAEM CHABANG,NEW YORK,4468.74,3776.74,692.0,4255.0,4468.74,213.74,15302.0,0.0,1.0,40,15302.4
5327,1224814-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-31,WELLPET LLC,LAEM CHABANG,NEW YORK,4525.15,3857.89,667.26,4265.0,4525.15,260.15,19333.0,0.0,1.0,40,19332.5
5329,1224816-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-31,WELLPET LLC,LAEM CHABANG,NEW YORK,3958.6,3264.1,694.5,3840.0,3958.6,118.6,10000.0,0.0,1.0,40,10000.0
5331,1224818-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-07,WELLPET LLC,LAEM CHABANG,NEW YORK,7315.56,6490.56,825.0,7075.0,7315.56,240.56,19230.0,60.0,1.0,40,19230.28
5332,1224819-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-07,WELLPET LLC,LAEM CHABANG,NEW YORK,6448.07,5753.07,695.0,6225.0,6448.07,223.07,15621.0,60.0,1.0,40,15621.3
5333,1224820-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-07,WELLPET LLC,LAEM CHABANG,NEW YORK,4300.62,3588.62,712.0,4075.0,4300.62,225.62,16030.0,60.0,1.0,40,16030.4
5335,1224822-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-07,WELLPET LLC,LAEM CHABANG,NEW YORK,7281.8,6486.8,795.0,7075.0,7281.8,206.8,15194.0,60.0,1.0,40,15193.6
5336,1224823-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-07,WELLPET LLC,LAEM CHABANG,NEW YORK,6397.72,5702.72,695.0,6225.0,6397.72,172.72,13458.0,60.0,1.0,40,13458.4
5337,1224825-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-01,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3198.41,2493.39,705.02,2893.0,3054.23,161.23,10855.0,60.0,1.0,40,10855.05
5371,1224848-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-25,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3342.62,2277.12,1065.5,3058.0,3342.62,284.62,19946.0,50.0,1.0,40,19946.42
5372,1224849-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-25,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3078.23,2263.5,814.73,2858.0,3078.23,220.23,13069.0,0.0,1.0,40,13068.53
5375,1224852-01,10,OI,25.0,36.0,VALERIE KOEN,2017-12-25,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3197.08,2131.58,1065.5,3058.0,3197.08,139.08,9796.0,0.0,1.0,40,9795.8
5419,1224895-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-14,WELLPET LLC,LAEM CHABANG,NEW YORK,6410.8,5685.8,725.0,6225.0,6410.8,185.8,11708.0,50.0,1.0,40,11707.6
5420,1224896-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-14,WELLPET LLC,LAEM CHABANG,NEW YORK,6554.42,6004.25,550.17,6305.0,6554.42,249.42,18054.0,60.0,1.0,40,18053.6
5421,1224897-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-14,WELLPET LLC,LAEM CHABANG,NEW YORK,6499.9,5774.9,725.0,6225.0,6499.9,274.9,17225.0,60.0,1.0,40,17225.0
5422,1224898-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-14,WELLPET LLC,LAEM CHABANG,NEW YORK,6410.8,5685.8,725.0,6225.0,6410.8,185.8,11708.0,60.0,1.0,40,11707.6
5423,1224899-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-14,WELLPET LLC,LAEM CHABANG,NEW YORK,6398.3,5658.3,740.0,6225.0,6398.3,173.3,11426.0,60.0,1.0,40,11425.6
5424,1224900-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-08,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3117.66,2535.4,582.26,2858.0,2967.66,109.66,7014.0,60.0,1.0,40,7013.67
5504,1224971-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,6314.7,5375.95,938.75,6080.0,6314.7,234.7,18322.0,60.0,1.0,40',18322.24
5514,1224973-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,6674.4,5745.65,928.75,6425.0,6674.4,249.4,18514.0,60.0,1.0,40,18514.08
5515,1224974-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,6206.89,5343.14,863.75,5900.0,6206.89,306.89,16440.0,60.0,1.0,40,16440.44
5516,1224975-01,10,OI,25.0,36.0,VALERIE KOEN,2018-01-22,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3270.63,2621.02,649.61,2900.5,3126.45,225.95,16294.0,68.0,1.0,40,16294.28
5698,1225136-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,6115.51,5251.76,863.75,5900.0,6115.51,215.51,13125.0,60.0,1.0,40,13125.0
5699,1225137-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5852.02,5013.27,838.75,5735.0,5852.02,117.02,7522.0,60.0,1.0,40',7522.05
5700,1225138-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5927.28,5103.53,823.75,5735.0,5927.28,192.28,11625.0,60.0,1.0,40,11625.0
5701,1225139-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,7207.37,6248.62,958.75,7010.0,7207.37,197.37,12000.0,60.0,1.0,40,12000.0
5702,1225140-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-05,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3869.44,3162.4,707.04,3133.0,3319.44,186.44,11416.0,60.0,1.0,40,11416.45
5703,1225141-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-05,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3989.36,3266.36,723.0,3260.5,3439.36,178.86,9648.0,60.0,1.0,40,9647.94
5788,1225214-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5738.21,5091.96,646.25,5485.0,5738.21,253.21,18836.0,68.0,1.0,40,18835.84
5789,1225215-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5675.41,5059.16,616.25,5440.0,5675.41,235.41,16831.0,68.0,1.0,40,16831.2
5790,1225216-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5699.02,5072.65,626.37,5440.0,5699.02,259.02,20141.0,68.0,1.0,40,20140.7
5791,1225217-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5683.71,5022.46,661.25,5530.0,5683.71,153.71,10872.0,68.0,1.0,40,10872.0
5792,1225218-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5635.71,5024.34,611.37,5485.0,5635.71,150.71,11346.0,68.0,1.0,40,11345.6
5793,1225219-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-12,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3975.3,3032.3,943.0,3695.5,3975.3,279.8,17587.0,68.0,1.0,40,17586.92
5794,1225220-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-12,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3750.4,2838.54,911.86,3567.9,3750.4,182.5,13054.0,28.0,1.0,40,13054.0
5817,1225236-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5661.51,5045.26,616.25,5440.0,5661.51,221.51,13125.0,58.0,1.0,40,13125.0
5818,1225237-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5793.46,5117.21,676.25,5575.0,5793.46,218.46,13875.0,58.0,1.0,40,13875.0
5819,1225238-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5761.89,5115.64,646.25,5530.0,5761.89,231.89,14300.0,58.0,1.0,40,14300.0
5820,1225239-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5633.18,4986.93,646.25,5485.0,5633.18,148.18,9177.0,58.0,1.0,40,9177.2
5821,1225240-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5699.96,5038.71,661.25,5530.0,5699.96,169.96,11846.0,58.0,1.0,40,11846.4
5822,1225241-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5646.8,5020.34,626.46,5440.0,5646.8,206.8,10804.0,58.0,1.0,40,10804.36
5823,1225242-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-18,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3699.88,2750.19,949.69,3533.0,3699.88,166.88,10619.0,50.0,1.0,40,10618.5
5900,1225315-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-08,WELLPET LLC,LAEM CHABANG,COLUMBUS,6238.7,5592.45,646.25,6050.0,6238.7,188.7,15683.0,58.0,1.0,40',15683.2
5901,1225316-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-22,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3953.26,2967.76,985.5,3766.75,3953.26,186.51,13735.0,58.0,1.0,40,13735.4
5902,1225317-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-08,WELLPET LLC,LAEM CHABANG,COLUMBUS,6177.74,5501.49,676.25,5900.0,6177.74,277.74,18363.0,58.0,1.0,40',18363.18
5903,1225318-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-22,WELLPET LLC,LAEM CHABANG,LOS ANGELES,4066.97,3107.21,959.76,3809.25,4066.97,257.72,17339.0,58.0,1.0,40,17339.04
5904,1225319-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-08,WELLPET LLC,LAEM CHABANG,"LOCKBOURNE, OH",5911.16,5279.91,631.25,5640.0,5911.16,271.16,16732.0,58.0,1.0,40',16732.0
5908,1225321-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-08,WELLPET LLC,LAEM CHABANG,COLUMBUS,6130.09,5453.84,676.25,5900.0,6130.09,230.09,16764.0,58.0,1.0,40',16764.8
5951,1225363-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5787.73,5146.27,641.46,5530.0,5787.73,257.73,18651.0,68.0,1.0,40,18650.88
5952,1225364-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5744.29,5098.04,646.25,5485.0,5744.29,259.29,17449.0,68.0,1.0,40,17449.52
5954,1225366-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5760.66,5084.41,676.25,5575.0,5760.66,185.66,13604.0,68.0,1.0,40,13604.0
5955,1225367-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,6096.51,5480.26,616.25,5800.0,6096.51,296.51,17731.0,68.0,1.0,40,17731.16
5956,1225368-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,6074.12,5457.87,616.25,5800.0,6074.12,274.12,17704.0,68.0,1.0,40,17703.94
5994,1225402-01,10,OI,25.0,36.0,VALERIE KOEN,2018-02-25,WELLPET LLC,BANGKOK,LOS ANGELES,3832.21,2975.02,857.19,3618.0,3832.21,214.21,36198.0,68.0,1.0,40,16419.1
6027,1225427-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5894.33,5267.87,626.46,5640.0,5894.33,254.33,18764.0,58.0,1.0,40,18763.5
6028,1225428-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5922.19,5290.94,631.25,5685.0,5922.19,237.19,17625.0,58.0,1.0,40,17624.56
6029,1225429-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5917.99,5271.74,646.25,5685.0,5917.99,232.99,19250.0,58.0,1.0,40,19250.14
6030,1225430-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5921.67,5275.42,646.25,5685.0,5921.67,236.67,19117.0,58.0,1.0,40,19117.8
6031,1225431-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-18,WELLPET LLC,LAEM CHABANG,COLUMBUS,5889.26,5273.01,616.25,5640.0,5889.26,249.26,19414.0,58.0,1.0,40,19413.7
6032,1225434-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-05,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3813.56,2951.37,862.19,3575.5,3813.56,238.06,18333.0,28.0,1.0,40,18333.16
6063,1225473-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-08,WELLPET LLC,LAEM CHABANG,COLUMBUS,5795.66,5134.41,661.25,5640.0,5795.66,155.66,11491.0,58.0,1.0,40,11491.2
6064,1225474-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5916.38,5319.92,596.46,5640.0,5916.38,276.38,13771.0,58.0,1.0,40,13771.49
6065,1225475-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5879.88,5263.63,616.25,5640.0,5879.88,239.88,18688.0,58.0,1.0,40,18687.6
6066,1225476-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5973.48,5327.23,646.25,5730.0,5973.48,243.48,16941.0,58.0,1.0,40,16941.1
6067,1225477-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5973.92,5327.67,646.25,5730.0,5973.92,243.92,18901.0,58.0,1.0,40,18900.7
6068,1225478-01,10,OI,25.0,36.0,VALERIE KOEN,2018-03-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,6058.31,5397.06,661.25,5775.0,6058.31,283.31,17370.0,58.0,1.0,40,17370.35
6138,1225537-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-08,WELLPET LLC,LAEM CHABANG,COLUMBUS,5813.2,5201.69,611.51,5640.0,5813.2,173.2,13023.0,58.0,1.0,40',13023.04
6139,1225538-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,6190.46,5529.21,661.25,5970.0,6190.46,220.46,13440.0,58.0,1.0,40,13440.0
6151,1225549-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,6145.22,5543.97,601.25,5925.0,6145.22,220.22,14077.0,58.0,1.0,40,14077.9
6152,1225550-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,6263.52,5617.27,646.25,6050.0,6263.52,213.52,13450.0,58.0,1.0,40',13540.8
