FILE_NO,REPORT_DATE,Month,Year,DATE_OPENED,DIVISION,BUSINESS_LINE,METHOD_OF_TRANSPORT,CUSTOMER_NAME,CUSTOMER_CITY,SHIPPER_NAME,CONSIGNEE_NAME,GROSS_WEIGHT,REVENUE,EXPENSE,PROFIT,DUTY_BILLED,TOTAL_BILLED_TO_ACCOUNT,Rev._Less_Duties
150110189,2019-12-07,Dec,2019,12/4/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,252,1114.76,618.76,496,,1114.76,1114.76
150110190,2019-12-16,Dec,2019,12/4/2019,10,55,CB,WORK FORCE INC,NORWOOD,,WORK FORCE INC,"18,325",11388.52,11267.02,121.5,10951,11388.52,437.52
150110191,2019-12-31,Dec,2019,12/4/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"15,089",415.7,140.7,275,,415.7,415.7
150110192,2019-12-31,Dec,2019,12/4/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"5,980",1458.45,1183.45,275,1071.23,1458.45,387.22
150110193,2020-01-03,Jan,2020,12/4/2019,10,55,CB,WALDNER INC,CHELSEA,,WALDNER INC,"8,690",416.4,416.4,,,416.4,416.4
150110194,2019-12-23,Dec,2019,12/4/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"10,512",7254.76,7029.76,225,6916.93,7254.76,337.83
150110196,2019-12-05,Dec,2019,12/5/2019,10,55,CB,ZOLL MEDICAL CORP,CHELMSFORD,,ZOLL MEDICAL CORP,"1,070",456.89,301.89,155,,456.89,456.89
150110197,2019-12-05,Dec,2019,12/5/2019,10,55,CB,I-HEALTH INC,CROMWELL,,I-HEALTH INC,"15,575",270,,270,,270,270
150110198,2019-12-06,Dec,2019,12/5/2019,10,55,CB,KROHNE INC,BEVERLY,,KROHNE INC,"4,760",416.03,321.03,95,102.93,416.03,313.1
150110199,2019-12-09,Dec,2019,12/5/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,160,828.15,332.15,496,,828.15,828.15
150110201,2019-12-08,Dec,2019,12/5/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,240,710.76,600.76,110,552.84,710.76,157.92
150110202,2019-12-08,Dec,2019,12/5/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,641,1186.7,1076.7,110,922.36,1186.7,264.34
150110203,2019-12-20,Dec,2019,12/5/2019,10,55,CB,BOSTON INTERNATIONAL IMPORT EXPORT,FRANKLIN,,BOSTON INTERNATIONAL IMPORT EXPORT,"8,629",626.56,481.56,145,155,626.56,471.56
150110204,2019-12-08,Dec,2019,12/5/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,264,1114.76,618.76,496,,1114.76,1114.76
150110205,2019-12-09,Dec,2019,12/5/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,264,1114.76,618.76,496,,1114.76,1114.76
150110206,2019-12-03,Dec,2019,12/5/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",15,160,,160,,160,160
150110207,2019-12-05,Dec,2019,12/5/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",25,160,,160,,160,160
150110208,2020-01-18,Jan,2020,12/5/2019,10,55,CB,ZIPWALL LLC,ARLINGTON,,ZIPWALL LLC,"18,160",125,,125,7568.41,125,-7443.41
150110209,2019-12-06,Dec,2019,12/5/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,"1,180",3751.8,3641.8,110,3351.35,3751.8,400.45
150110210,2019-12-06,Dec,2019,12/5/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,430,533.6,423.6,110,230.9,533.6,302.7
150110211,2019-12-30,Dec,2019,12/5/2019,10,55,CB,ZIPWALL LLC,ARLINGTON,,ZIPWALL LLC,"10,087",20,,20,12591.14,20,-12571.14
150110213,2020-01-12,Jan,2020,12/5/2019,10,55,CB,"UNITED CURTAIN CO., INC.",AVON,,"UNITED CURTAIN CO., INC.","13,100",18434.87,18284.87,150,17962.9,18434.87,471.97
150110214,2019-12-31,Dec,2019,12/5/2019,10,55,CB,ATLANTIC IMPORTING CO.INC.,HOLLISTON,,ATLANTIC IMPORTING CO.INC.,"19,720",1576.5,1305.08,271.42,793.8,1576.5,782.7
150110216,2019-12-24,Dec,2019,12/5/2019,10,55,CB,SILVERSON MACHINES INC,EAST LONGMEADOW,,SILVERSON MACHINES INC,"3,534",1304.79,905.79,399,,1304.79,1304.79
150110219,2019-12-05,Dec,2019,12/5/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"2,400",95,,95,,,95
150110220,2019-12-05,Dec,2019,12/5/2019,10,55,CB,"SERACARE LIFE SCIENCES,INC",MILFORD,,SERACARE LIFE SCIENCES INC,22,1099.35,715,384.35,,1099.35,1099.35
150110221,2019-12-07,Dec,2019,12/5/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,"4,407",3154,2971.5,182.5,954.76,3154,2199.24
150110222,2019-12-05,Dec,2019,12/5/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,625,95,,95,,,95
150110223,2019-12-04,Dec,2019,12/5/2019,10,55,CB,GEM GRAVURE CO INC,HANOVER,,GEM GRAVURE CO INC,8,181.79,26.79,155,,181.79,181.79
150110224,2020-01-10,Jan,2020,12/5/2019,10,55,CB,UBV OCEAN & AIR SRL,PIOLTELLO (MI),,PIETRO CORICELLI NORTH AMERICA LTD,"17,740",2095.23,1854.53,240.7,817.85,2095.23,1277.38
150110226,2019-12-09,Dec,2019,12/5/2019,10,55,CB,I-HEALTH INC,CROMWELL,,I-HEALTH INC,650,270,,270,,270,270
150110227,2019-12-07,Dec,2019,12/5/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,"8,272",3387,3296.5,90.5,10511.56,3387,-7124.56
150110228,2019-12-05,Dec,2019,12/5/2019,10,55,CB,"SRC MEDICAL, INC",HANOVER,,"SRC MEDICAL, INC","4,399",225.88,55.88,170,,225.88,225.88
150110229,2019-12-06,Dec,2019,12/5/2019,10,55,CB,"YAMAHA UNIFIED COMMUNICATIONS, INC",SUDBURY,,"YAMAHA UNIFIED COMMUNICATIONS, INC",709,2964.23,2762.32,201.91,,2964.23,2964.23
150110230,2019-12-05,Dec,2019,12/5/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",2,253.89,103.89,150,77.1,253.89,176.79
150110231,2019-12-05,Dec,2019,12/5/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",2,208.53,58.53,150,31.74,208.53,176.79
150110232,2020-01-17,Jan,2020,12/5/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"43,832",754.17,479.17,275,,754.17,754.17
150110233,2019-12-31,Dec,2019,12/5/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"18,798",2718.89,2443.89,275,2279.45,2718.89,439.44
150110234,2019-12-30,Dec,2019,12/5/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"5,356",955.61,680.61,275,593.22,955.61,362.39
150110235,2019-12-29,Dec,2019,12/5/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"26,263",16340.31,16065.31,275,15826.12,16340.31,514.19
150110236,2019-12-06,Dec,2019,12/6/2019,10,55,CB,INKCUPS NOW CORPORATION,DANVERS,,INKCUPS NOW CORPORATION,49,476.79,311.9,164.89,275,476.79,201.79
150110237,2019-12-08,Dec,2019,12/6/2019,10,55,CB,COMPASS SEAFOOD LLC,CHARLESTOWN,,COMPASS SEAFOOD LLC,986,315,79,236,,315,315
150110238,2019-12-06,Dec,2019,12/6/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,112,1587.41,1342.03,245.38,15,1587.41,1572.41
150110239,2019-12-10,Dec,2019,12/6/2019,10,55,CB,ADVANCED FIRE SYSTEMS INC,HOPKINTON,,ADVANCED FIRE SYSTEMS INC,889,734.6,460.83,273.77,5.2,734.6,729.4
150110240,2019-12-09,Dec,2019,12/6/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,129,870.85,765.54,105.31,738.75,870.85,132.1
150110241,2020-01-19,Jan,2020,12/6/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"7,285",140,,140,27285.63,140,-27145.63
150110242,2019-12-06,Dec,2019,12/6/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",20,160,,160,,160,160
150110243,2019-12-08,Dec,2019,12/6/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,684,250.05,140.05,110,53.67,250.05,196.38
150110244,2019-12-09,Dec,2019,12/6/2019,10,55,CB,GEM GRAVURE CO INC,HANOVER,,GEM GRAVURE CO INC,692,719.58,540.58,179,10.22,719.58,709.36
150110245,2019-12-05,Dec,2019,12/6/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.","4,995",2409.31,2146.12,263.19,,2409.31,2409.31
150110246,2020-01-17,Jan,2020,12/6/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"15,057",140,,140,13808.32,140,-13668.32
150110247,2019-12-08,Dec,2019,12/6/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,30,,36.79,-36.79,,,
150110248,2019-12-08,Dec,2019,12/6/2019,10,55,CB,ZUTANO GLOBAL INC,NEW BEDFORD,,ZUTANO GLOBAL INC,333,4033.5,3908.5,125,3781.66,4033.5,251.84
150110249,2020-01-09,Jan,2020,12/6/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,"16,141",50812.31,50662.31,150,48947.23,50812.31,1865.08
150110250,2019-12-09,Dec,2019,12/6/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,155,270.89,160.89,110,,270.89,270.89
150110251,2020-01-22,Jan,2020,12/6/2019,10,55,CB,SOCLEAN INC,PETERBOROUGH,,SOCLEAN INC,"24,589",110,,110,,110,110
150110254,2019-12-07,Dec,2019,12/6/2019,10,55,CB,SHRINKFAST MARKETING,NEWPORT,,SHRINKFAST MARKETING,349,207.3,82.3,125,,207.3,207.3
150110255,2019-12-07,Dec,2019,12/6/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,350,545.4,435.4,110,332.82,545.4,212.58
150110256,2020-01-15,Jan,2020,12/6/2019,10,55,CB,HARTLEY S JOHNSON & SON INC,ACTON,,HARTLEY S JOHNSON & SON INC,495,1841.34,1440.19,401.15,1213.54,1841.34,627.8
150110257,2020-01-19,Jan,2020,12/6/2019,10,55,CB,"MONAHAN PRODUCTS, LLC",ROCKLAND,,"MONAHAN PRODUCTS, LLC","4,009",,,,2488.73,,-2488.73
150110260,2020-01-21,Jan,2020,12/6/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,REMA FOODS INC,"17,720",1938.86,1676.36,262.5,791.85,,1147.01
150110261,2020-01-16,Jan,2020,12/6/2019,10,55,CB,MCM TECHNOLOGIES INC,PROVIDENCE,,MCM TECHNOLOGIES INC,"1,040",4632.15,4602.15,30,4502.57,4632.15,129.58
150110262,2020-01-14,Jan,2020,12/6/2019,10,55,CB,UBV OCEAN & AIR SRL,PIOLTELLO (MI),,TRADER JOES COMPANY,,,,,,,
150110263,2019-12-19,Dec,2019,12/6/2019,10,55,CB,WORK FORCE INC,NORWOOD,,WORK FORCE INC,"7,711",4220.09,4098.59,121.5,3912.15,4220.09,307.94
150110264,2019-12-19,Dec,2019,12/6/2019,10,55,CB,WORK FORCE INC,NORWOOD,,WORK FORCE INC,"8,447",6333.09,6211.59,121.5,6006.67,6333.09,326.42
150110267,2019-12-06,Dec,2019,12/6/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",108,883.75,697.81,185.94,398,883.75,485.75
150110270,2019-12-07,Dec,2019,12/6/2019,10,55,CB,SILVERSON MACHINES INC,EAST LONGMEADOW,,SILVERSON MACHINES INC,140,1901.55,1478.14,423.41,1059.79,1901.55,841.76
150110271,2019-12-11,Dec,2019,12/6/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"2,640",11870.09,11300.09,570,,11870.09,11870.09
150110272,2020-01-07,Jan,2020,12/6/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"5,814",1538.99,1313.99,225,1196.32,1538.99,342.67
150110273,2019-12-26,Dec,2019,12/6/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"14,635",1401.88,1126.88,275,990.32,1401.88,411.56
150110274,2019-12-26,Dec,2019,12/6/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"8,295",4398.54,4073.54,325,3922.95,4398.54,475.59
150110275,2019-12-30,Dec,2019,12/6/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"16,533",14673.11,14398.11,275,14146.84,14673.11,526.27
150110276,2019-12-08,Dec,2019,12/8/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"14,500",120,,120,,,120
150110277,2019-12-09,Dec,2019,12/9/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,6,131.79,26.79,105,,131.79,131.79
150110278,2019-12-09,Dec,2019,12/9/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,1,131.79,26.79,105,,131.79,131.79
150110282,2019-11-27,Nov,2019,12/9/2019,10,55,CB,ANTAYA TECHNOLOGIES CORP,WARWICK,,ANTAYA TECHNOLOGIES CORP,200,135,,135,,135,135
150110283,2020-01-21,Jan,2020,12/9/2019,10,55,CB,SEA FRESH USA INC (CHB),NORTH KINGSTOWN,,SEA FRESH USA INC (CHB),"24,840",28764.85,28488.35,276.5,27807.5,28764.85,957.35
150110284,2019-12-18,Dec,2019,12/9/2019,10,55,CB,GEOPHYSICAL SURVEY SYSTEMS,NASHUA,,GEOPHYSICAL SURVEY SYSTEMS,80,375,114.81,260.19,,375,375
150110285,2019-12-09,Dec,2019,12/9/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,195,1490.07,1317.47,172.6,3.4,1490.07,1486.67
150110286,2019-12-09,Dec,2019,12/9/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,135,1313.51,1144.38,169.13,3.74,1313.51,1309.77
150110287,2020-01-02,Jan,2020,12/9/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"10,950",3918.2,3693.2,225,3602.12,3918.2,316.08
150110288,2020-01-14,Jan,2020,12/9/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"11,100",421.13,146.13,275,,421.13,421.13
150110289,2020-01-07,Jan,2020,12/9/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"3,187",319.91,44.91,275,,319.91,319.91
150110290,2019-12-09,Dec,2019,12/9/2019,10,55,CB,F.W. WEBB COMPANY,BEDFORD,,F.W. WEBB COMPANY,499,633.95,478.95,155,408.24,633.95,225.71
150110292,2019-12-09,Dec,2019,12/9/2019,10,55,CB,EUROTROL INC,ELIZABETHTOWN,,EUROTROL INC,,550,175,375,,550,550
150110294,2019-12-09,Dec,2019,12/9/2019,10,55,CB,"NEC ENERGY SOLUTIONS, INC",WESTBOROUGH,,"NEC ENERGY SOLUTIONS, INC",,2375,1975,400,,2375,2375
150110295,2019-12-09,Dec,2019,12/9/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",5,160,,160,,160,160
150110296,2019-12-09,Dec,2019,12/9/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",5,160,,160,,160,160
150110297,2019-12-11,Dec,2019,12/9/2019,10,55,CB,EASTERN SALT COMPANY INC,LOWELL,,EASTERN SALT COMPANY INC,"51,000",1823.82,1523.82,300,,1823.82,1823.82
150110300,2020-01-13,Jan,2020,12/9/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"5,935",1006.31,731.31,275,637.41,1006.31,368.9
150110302,2020-01-02,Jan,2020,12/9/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"7,327",3100.58,2600.58,500,1814.5,3100.58,1286.08
150110303,2019-12-04,Dec,2019,12/9/2019,10,55,CB,MICROSEMI FREQUENCY AND TIME COR,SAN JOSE,,MICROSEMI FREQUENCY AND TIME COR,7,130,,130,,130,130
150110305,2019-12-08,Dec,2019,12/9/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",268,850.82,646.66,204.16,312.26,850.82,538.56
150110306,2019-12-11,Dec,2019,12/10/2019,10,55,CB,COMPASS SEAFOOD LLC,CHARLESTOWN,,COMPASS SEAFOOD LLC,953,240,79,161,,240,240
150110309,2019-12-12,Dec,2019,12/10/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,6,150.47,45.47,105,,150.47,150.47
150110313,2019-12-12,Dec,2019,12/10/2019,10,55,CB,"SERACARE LIFE SCIENCES,INC",MILFORD,,SERACARE LIFE SCIENCES INC,3,1125.04,707.14,417.9,,1125.04,1125.04
150110320,2019-12-11,Dec,2019,12/10/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"11,000",120,,120,,,120
150110321,2019-12-24,Dec,2019,12/10/2019,10,55,CB,KAPPY'S IMPORTING & DIST CO INC,EVERETT,,KAPPY'S IMPORTING & DIST CO INC,"8,637",10105.57,9827.07,278.5,9465.68,10105.57,639.89
150110323,2019-12-11,Dec,2019,12/10/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"8,000",120,,120,,,120
150110326,2019-12-13,Dec,2019,12/10/2019,10,55,CB,HYDROW INC,CAMBRIDGE,,HYDROW INC,41,,,,31.97,,-31.97
150110327,2020-01-04,Jan,2020,12/10/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"16,482",14232.38,13957.38,275,13532.1,14232.38,700.28
150110328,2019-12-10,Dec,2019,12/10/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",25,191.78,41.78,150,,191.78,191.78
150110331,2019-12-08,Dec,2019,12/11/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",450,763.18,594.72,168.46,,763.18,763.18
150110333,2020-01-14,Jan,2020,12/11/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"2,720",309.33,34.33,275,,309.33,309.33
150110334,2019-12-28,Dec,2019,12/11/2019,10,55,CB,BEST RAINBOW LIMITED,SHANGHAI,,KIRKLANDS WAREHOUSE,"15,437",3470.06,3245.06,225,3185,3470.06,285.06
150110336,2019-12-13,Dec,2019,12/11/2019,10,55,CB,"YAMAHA UNIFIED COMMUNICATIONS, INC",SUDBURY,,"YAMAHA UNIFIED COMMUNICATIONS, INC",233,5228.35,5058.6,169.75,3405,5228.35,1823.35
150110337,2019-12-11,Dec,2019,12/11/2019,10,55,CB,RIKON POWER TOOLS INC,BILLERICA,,RIKON POWER TOOLS INC,242,135,,135,,135,135
150110341,2019-12-24,Dec,2019,12/11/2019,10,55,CB,ATLANTIC IMPORTING CO.INC.,HOLLISTON,,ATLANTIC IMPORTING CO.INC.,"21,287",2855.68,2560.18,295.5,,2855.68,2855.68
150110343,2019-12-11,Dec,2019,12/11/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"1,494",95,,95,,95,95
150110344,2019-12-11,Dec,2019,12/11/2019,10,55,CB,RIKON POWER TOOLS INC,BILLERICA,,RIKON POWER TOOLS INC,354,521.15,326.85,194.3,,521.15,521.15
150110347,2019-12-12,Dec,2019,12/12/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",4,160,,160,,160,160
150110348,2019-12-14,Dec,2019,12/12/2019,10,55,CB,EASTMAN STRINGS INC.,POMONA,,EASTMAN WIND INSTRUMENTS,154,8581.49,8199.08,382.41,7008.3,8581.49,1573.19
150110351,2019-12-12,Dec,2019,12/12/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,700,95,,95,,,95
150110353,2019-12-12,Dec,2019,12/12/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,720,95,,95,,95,95
150110355,2019-12-12,Dec,2019,12/12/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",4,160,,160,,160,160
150110356,2019-12-12,Dec,2019,12/12/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,400,95,,95,,95,95
150110358,2019-12-13,Dec,2019,12/12/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"19,600",120,,120,,,120
150110362,2020-01-30,Jan,2020,12/12/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,OCEAN STATE JOBBERS INC,"19,120",1875.4,1546.4,329,758.45,,1116.95
150110365,2019-12-19,Dec,2019,12/12/2019,10,55,CB,SQ INNOVATION INC,BURLINGTON,,BERKSHIRE STERILE MANUFACTURING INC,33,1894.57,1566.17,328.4,780,,1114.57
150110366,2019-12-24,Dec,2019,12/12/2019,10,55,CB,GMG AMERICAS LP,HINGHAM,,GMG AMERICAS LP,"10,889",1553.92,1367.3,186.62,,1553.92,1553.92
150110368,2019-12-12,Dec,2019,12/12/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",12,160,,160,,160,160
150110370,2019-12-16,Dec,2019,12/12/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,"5,468",79,,79,2396.5,79,-2317.5
150110372,2019-12-15,Dec,2019,12/13/2019,10,55,CB,COMPASS SEAFOOD LLC,CHARLESTOWN,,COMPASS SEAFOOD LLC,"2,230",315,89,226,,315,315
150110387,2019-12-31,Dec,2019,12/13/2019,10,55,CB,"ELECTRONICS FOR IMAGING, INC.",FREMONT,,"ELECTRONICS FOR IMAGING, INC.","8,498",32097.05,30460.98,1636.07,24101.4,32097.05,7995.65
150110389,2019-12-14,Dec,2019,12/13/2019,10,55,CB,SILVERSON MACHINES INC,EAST LONGMEADOW,,SILVERSON MACHINES INC,"1,043",2835.82,1982.96,852.86,1036.51,2835.82,1799.31
150110390,2019-12-15,Dec,2019,12/13/2019,10,55,CB,AMERICAN SCIENCE & ENGINEERING I,BILLERICA,,AMERICAN SCIENCE & ENGINEERING I,62,574.87,379.87,195,,574.87,574.87
150110394,2020-01-02,Jan,2020,12/13/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,REMA FOODS INC,"23,240",2163.83,1851.33,312.5,1040.1,,1123.73
150110395,2019-12-17,Dec,2019,12/13/2019,10,55,CB,SHRUT & ASCH LEATHER CO INC,WOBURN,,SHRUT & ASCH LEATHER CO INC,389,826.43,539.22,287.21,315.05,826.43,511.38
150110399,2019-12-12,Dec,2019,12/13/2019,10,55,CB,MICROSEMI FREQUENCY AND TIME COR,SAN JOSE,,MICROSEMI FREQUENCY AND TIME COR,3,176.24,46.24,130,,176.24,176.24
150110400,2020-01-02,Jan,2020,12/13/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"6,650",6972.11,6697.11,275,6596.8,6972.11,375.31
150110402,2019-12-31,Dec,2019,12/13/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"6,588",2481.77,2131.77,350,2011.38,2481.77,470.39
150110403,2019-12-13,Dec,2019,12/13/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",2,160,,160,,160,160
150110406,2019-12-11,Dec,2019,12/13/2019,10,55,CB,"ENERGETIQ TECHNOLOGY, INC.",WILMINGTON,,"ENERGETIQ TECHNOLOGY, INC.",4,160,,160,,160,160
150110407,2020-02-02,Feb,2020,12/13/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,GROCERY OUTLET INC,"19,579",2130.25,1885.18,245.07,747.45,,1382.8
150110408,2019-12-13,Dec,2019,12/13/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,35,,716.16,-716.16,675.33,,-675.33
150110409,2020-02-02,Feb,2020,12/13/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,GROCERY OUTLET INC,"19,599",2130.25,1885.18,245.07,747.45,,1382.8
150110410,2020-01-21,Jan,2020,12/13/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,GROCERY OUTLET INC,"19,619",3038.94,2772.94,266,747.45,,2291.49
150110411,2020-01-31,Jan,2020,12/13/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,PIETRO CORICELLI NORTH AMERICA LTD,"17,059",1773.17,1555.67,217.5,505.65,,1267.52
150110412,2020-01-17,Jan,2020,12/13/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,SANTINI FOODS INC,"20,660",2092.5,1800,292.5,1088.19,,1004.31
150110413,2019-12-14,Dec,2019,12/13/2019,10,55,CB,"SX INVESTMENTS GROUP, INC.",STOUGHTON,,"SX INVESTMENTS GROUP, INC.",378,170,70,100,,170,170
150110414,2019-12-15,Dec,2019,12/15/2019,10,55,CB,AMERICAN SCIENCE & ENGINEERING I,BILLERICA,,AMERICAN SCIENCE & ENGINEERING I,"5,767",1583.52,1323.52,260,305.73,1583.52,1277.79
150110417,2019-12-16,Dec,2019,12/16/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"19,500",120,,120,,,120
150110418,2019-12-16,Dec,2019,12/16/2019,10,55,CB,"SERACARE LIFE SCIENCES,INC",MILFORD,,SERACARE LIFE SCIENCES INC,20,1186.99,869.99,317,,1186.99,1186.99
