FILE_NO,REPORT_DATE,Month,Year,DATE_OPENED,DIVISION,BUSINESS_LINE,METHOD_OF_TRANSPORT,CUSTOMER_NAME,CUSTOMER_CITY,SHIPPER_NAME,CONSIGNEE_NAME,GROSS_WEIGHT,REVENUE,EXPENSE,PROFIT,DUTY_BILLED,TOTAL_BILLED_TO_ACCOUNT,Rev._Less_Duties
150110030,2019-11-30,Nov,2019,11/27/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,264,1114.76,618.76,496,,1114.76,1114.76
150110031,2019-12-31,Dec,2019,11/27/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"6,529",329.71,104.71,225,,329.71,329.71
150110033,2019-12-01,Dec,2019,11/27/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,264,1114.76,618.76,496,,1114.76,1114.76
150110034,2019-12-02,Dec,2019,11/27/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,264,1114.76,618.76,496,,1114.76,1114.76
150110037,2020-01-09,Jan,2020,11/27/2019,10,55,CB,"UNITED CURTAIN CO., INC.",AVON,,"UNITED CURTAIN CO., INC.","6,725",3814.9,3664.9,150,3534.72,3814.9,280.18
150110038,2019-12-17,Dec,2019,11/27/2019,10,55,CB,F.W. WEBB COMPANY,BEDFORD,,F.W. WEBB COMPANY,"8,703",5962.53,5090.35,872.18,2091,5962.53,3871.53
150110040,2019-12-19,Dec,2019,11/27/2019,10,55,CB,SOCLEAN INC,PETERBOROUGH,,SOCLEAN INC,"18,442",95,,95,,95,95
150110041,2019-12-10,Dec,2019,11/27/2019,10,55,CB,GMG AMERICAS LP,HINGHAM,,GMG AMERICAS LP,,,,,,,
150110042,2020-01-01,Jan,2020,11/27/2019,10,55,CB,DIDAX INC,ROWLEY,,DIDAX INC,"4,370",3435.84,3435.84,,3258.75,3435.84,177.09
150110043,2019-12-31,Dec,2019,11/27/2019,10,55,CB,NELCO PRODUCTS INCORPORTED,PEMBROKE,,NELCO PRODUCTS INCORPORTED,"18,837",1182.5,649.61,532.89,,1182.5,1182.5
150110044,2020-01-03,Jan,2020,11/27/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,JETRO CASH & CARRY,"20,440",3250.49,2907.99,342.5,890.35,,2360.14
150110045,2019-12-20,Dec,2019,11/27/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,JETRO CASH & CARRY,"20,519",2497.17,2177.66,319.51,890.35,,1606.82
150110046,2019-12-13,Dec,2019,11/27/2019,10,55,CB,SILVERSON MACHINES INC,EAST LONGMEADOW,,SILVERSON MACHINES INC,"11,000",1431.25,1182.6,248.65,,1431.25,1431.25
150110047,2019-11-30,Nov,2019,11/27/2019,10,55,CB,TRELLEBORG SEALING SOLUTIONS,NORTHBORO,,TRELLEBORG SEALING SOLUTIONS,397,173.7,48.7,125,,173.7,173.7
150110048,2019-12-25,Dec,2019,11/27/2019,10,55,CB,ATLANTIC IMPORTING CO.INC.,HOLLISTON,,ATLANTIC IMPORTING CO.INC.,"16,522",1167.57,914.57,253,635.03,1167.57,532.54
150110049,2019-12-02,Dec,2019,11/27/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,"1,945",9172.11,8661.62,510.49,,9172.11,9172.11
150110050,2019-12-02,Dec,2019,11/29/2019,10,55,CB,ANTAYA TECHNOLOGIES CORP,WARWICK,,ANTAYA TECHNOLOGIES CORP,620,1358.47,1258.47,100,1207,1358.47,151.47
150110051,2019-11-29,Nov,2019,11/29/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,1,72.14,2.14,70,,72.14,72.14
150110052,2019-12-06,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON-MARLOW PUMPS (DELIVERY),279,681.19,451.44,229.75,3.05,681.19,678.14
150110053,2019-12-01,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,522,575.06,465.06,110,269.3,575.06,305.76
150110054,2019-12-03,Dec,2019,11/29/2019,10,55,CB,"LCI PAPER CO, INC",HUDSON,,"LCI PAPER CO, INC","15,922",2145.64,1623.04,522.6,,2145.64,2145.64
150110055,2019-12-01,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,180,556.75,446.75,110,409.96,556.75,146.79
150110056,2019-11-29,Nov,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,"1,050",4540.21,4430.21,110,4076.35,4540.21,463.86
150110057,2019-11-29,Nov,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,293,521.64,411.64,110,247.98,521.64,273.66
150110058,2019-12-22,Dec,2019,11/29/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,JETRO CASH & CARRY,"20,380",2698.7,2481.2,217.5,890.35,,1808.35
150110059,2019-12-02,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,175,284.5,174.5,110,119.29,284.5,165.21
150110060,2019-12-17,Dec,2019,11/29/2019,10,55,CB,ORIGINAL STYLE LTD,"EXETER, DEVON",,BARRETT DISTRIBUTION CENTER,"8,580",5855.33,5855.33,,5626.89,5855.33,228.44
150110061,2019-12-22,Dec,2019,11/29/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,JETRO CASH & CARRY,"20,418",2558.48,2340.98,217.5,890.35,,1668.13
150110062,2019-12-16,Dec,2019,11/29/2019,10,55,CB,FLEXCON,SPENCER,,FLEXCON,"2,224",229.75,219.75,10,183.37,229.75,46.38
150110063,2019-12-26,Dec,2019,11/29/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,R.L.E. CORPORATION,"20,780",2925.06,2602.56,322.5,920.05,,2005.01
150110064,2019-12-04,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,712,352.67,242.67,110,68.3,352.67,284.37
150110065,2020-01-21,Jan,2020,11/29/2019,10,55,CB,SEA FRESH USA INC (CHB),NORTH KINGSTOWN,,SEA FRESH USA INC (CHB),"24,840",29929.82,29703.32,226.5,29000,29929.82,929.82
150110066,2020-01-10,Jan,2020,11/29/2019,10,55,CB,MCM TECHNOLOGIES INC,PROVIDENCE,,MCM TECHNOLOGIES INC,598,29650.37,29071.79,578.58,28533.75,29650.37,1116.62
150110067,2020-01-04,Jan,2020,11/29/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,105,3412.88,3262.88,150,3140,3412.88,272.88
150110068,2019-11-26,Nov,2019,11/29/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",2,306.43,166.43,140,139.64,306.43,166.79
150110070,2019-12-13,Dec,2019,11/29/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,SANNITI LLC,"20,359",2480.09,2167.59,312.5,890.35,,1589.74
150110071,2019-12-09,Dec,2019,11/29/2019,10,55,CB,FLINTEC INC,HUDSON,,FLINTEC INC,"1,498",681.3,556.3,125,398.58,681.3,282.72
150110072,2020-01-05,Jan,2020,11/29/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,"19,240",66072.19,65922.19,150,63849.2,66072.19,2222.99
150110074,2019-12-01,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,170,965.96,855.96,110,787.69,965.96,178.27
150110075,2019-12-01,Dec,2019,11/29/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,209,491.17,381.17,110,288.49,491.17,202.68
150110076,2020-01-12,Jan,2020,11/29/2019,10,55,CB,DIDAX INC,ROWLEY,,DIDAX INC,"19,541",316.67,316.67,,,316.67,316.67
150110077,2019-11-26,Nov,2019,11/29/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,27,191.6,86.6,105,,191.6,191.6
150110078,2019-12-16,Dec,2019,11/29/2019,10,55,CB,AMPHENOL INTERCONNECT PRODUCTS CORP,RANSOMVILLE,,AMPHENOL INTERCONNECT PROD CORP,"3,300",,,,0.05,,-0.05
150110079,2019-11-27,Nov,2019,11/29/2019,10,55,CB,ZOLL MEDICAL CORP,CHELMSFORD,,ZOLL MEDICAL CORP,6,1199.5,984.19,215.31,,1199.5,1199.5
150110080,2019-12-04,Dec,2019,11/29/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,141,2614.58,2524.58,90,2441.25,2614.58,173.33
150110082,2020-01-12,Jan,2020,11/29/2019,10,55,CB,ZIPWALL LLC,ARLINGTON,,ZIPWALL LLC,"7,128",125,,125,12694.81,125,-12569.81
150110083,2019-12-03,Dec,2019,11/29/2019,10,55,CB,ANTAYA TECHNOLOGIES CORP,WARWICK,,ANTAYA TECHNOLOGIES CORP,743,3357.52,3257.52,100,3150,3357.52,207.52
150110084,2019-11-30,Nov,2019,11/29/2019,10,55,CB,"SX INVESTMENTS GROUP, INC.",STOUGHTON,,"SX INVESTMENTS GROUP, INC.","1,499",254.88,70,184.88,,254.88,254.88
150110088,2020-01-12,Jan,2020,11/29/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"3,300",140,,140,2643.9,140,-2503.9
150110089,2019-12-01,Dec,2019,11/29/2019,10,55,CB,SKANDACOR DIRECT INC,WEBSTER,,SKANDACOR DIRECT INC,259,166.83,41.83,125,,166.83,166.83
150110091,2019-12-03,Dec,2019,11/29/2019,10,55,CB,GEM GRAVURE CO INC,HANOVER,,GEM GRAVURE CO INC,768,872.7,684.7,188,151.51,872.7,721.19
150110092,2019-12-26,Dec,2019,11/29/2019,10,55,CB,WELLPET LLC,TEWKSBURY,,WELLPET LLC,"3,024",353.46,141.99,211.47,,353.46,353.46
150110093,2019-12-26,Dec,2019,11/29/2019,10,55,CB,WELLPET LLC,TEWKSBURY,,WELLPET LLC,"16,800",498.92,293.92,205,,498.92,498.92
150110094,2019-11-30,Nov,2019,11/30/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"2,000",95,,95,,95,95
150110095,2019-12-02,Dec,2019,12/1/2019,10,55,CB,SKANDACOR DIRECT INC,WEBSTER,,SKANDACOR DIRECT INC,"1,647",554.61,419.61,135,382.32,554.61,172.29
150110096,2019-11-27,Nov,2019,12/1/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",5,174.87,74.87,100,48.08,174.87,126.79
150110097,2019-12-01,Dec,2019,12/1/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"8,800",120,,120,,,120
150110098,2020-01-10,Jan,2020,12/2/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,PIETRO CORICELLI NORTH AMERICA LTD,"17,500",2144.33,1901.83,242.5,805.7,,1338.63
150110099,2019-12-26,Dec,2019,12/2/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,ALANRIC FOOD DISTRIBUTORS,"20,418",2077.68,1835.18,242.5,890.35,,1187.33
150110100,2019-12-26,Dec,2019,12/2/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,ALANRIC FOOD DISTRIBUTORS,"20,418",2077.68,1835.18,242.5,890.35,,1187.33
150110101,2019-11-21,Nov,2019,12/2/2019,10,55,CB,ADVANCED FIRE SYSTEMS INC,HOPKINTON,,ADVANCED FIRE SYSTEMS INC,143,287.31,57.31,230,20.8,287.31,266.51
150110102,2019-12-31,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"3,138",961.83,686.83,275,626.56,961.83,335.27
150110103,2019-12-30,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"6,000",1425.68,1200.68,225,1152.6,1425.68,273.08
150110104,2019-12-03,Dec,2019,12/2/2019,10,55,CB,SCHOTT FIBER OPTICS INC,BOSTON,,SCHOTT NORTH AMERICA INC,"2,701",655.16,543.14,112.02,,655.16,655.16
150110105,2019-12-17,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"7,250",2322.03,2022.03,300,1931,2322.03,391.03
150110106,2019-11-29,Nov,2019,12/2/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,5,131.79,26.79,105,,131.79,131.79
150110107,2019-12-03,Dec,2019,12/2/2019,10,55,CB,MICROSEMI FREQUENCY AND TIME COR,SAN JOSE,,MICROSEMI FREQUENCY AND TIME COR,164,8250.37,8155.37,95,7815,8250.37,435.37
150110108,2020-01-12,Jan,2020,12/2/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,MANI IMPORT,"19,380",2059.4,1809.33,250.07,649.59,,1409.81
150110109,2019-12-03,Dec,2019,12/2/2019,10,55,CB,EASTMAN STRINGS INC.,POMONA,,EASTMAN WIND INSTRUMENTS,184,9703.22,9357.65,345.57,7819.05,9703.22,1884.17
150110110,2019-12-02,Dec,2019,12/2/2019,10,55,CB,SHRINKFAST MARKETING,NEWPORT,,SHRINKFAST MARKETING,128,161.79,36.79,125,,161.79,161.79
150110111,2020-01-12,Jan,2020,12/2/2019,10,55,CB,SOCLEAN INC,PETERBOROUGH,,SOCLEAN INC,"25,094",125,,125,22402.2,125,-22277.2
150110112,2019-11-30,Nov,2019,12/2/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,292,79,,79,42.45,79,36.55
150110113,2019-11-30,Nov,2019,12/2/2019,10,55,CB,AYRE ARCHITECTURAL LIGHTING,SOUTH EASTON,,AYRE ARCHITECTURAL LIGHTING,"1,876",4047.24,3922.24,125,3875.78,4047.24,171.46
150110114,2019-12-03,Dec,2019,12/2/2019,10,55,CB,"ELECTRONICS FOR IMAGING, INC.",FREMONT,,"ELECTRONICS FOR IMAGING, INC.",327,3323.11,3323.11,,3248.1,3323.11,75.01
150110115,2020-01-09,Jan,2020,12/2/2019,10,55,CB,"MONAHAN PRODUCTS, LLC",ROCKLAND,,"MONAHAN PRODUCTS, LLC","41,170",,,,18294.14,,-18294.14
150110116,2019-11-28,Nov,2019,12/2/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,2,134.43,29.43,105,,134.43,134.43
150110117,2020-01-12,Jan,2020,12/2/2019,10,55,CB,AQUAPEUTICS LLC,PALMER,,AQUAPEUTICS LLC,"11,650",323.45,323.45,,,323.45,323.45
150110118,2020-01-10,Jan,2020,12/2/2019,10,55,CB,AMPAC ENTERPRISES INC,SHIRLEY,,AMPAC ENTERPRISES INC,"1,869",,,,,,
150110119,2020-01-12,Jan,2020,12/2/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"13,452",180,,180,8342.46,180,-8162.46
150110120,2019-12-02,Dec,2019,12/2/2019,10,55,CB,MICROSEMI FREQUENCY AND TIME COR,SAN JOSE,,MICROSEMI FREQUENCY AND TIME COR,2,130,,130,,130,130
150110121,2020-01-12,Jan,2020,12/2/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"13,136",180,,180,45686.28,180,-45506.28
150110122,2019-12-03,Dec,2019,12/2/2019,10,55,CB,ZUTANO GLOBAL INC,NEW BEDFORD,,ZUTANO GLOBAL INC,490,3899.1,3774.1,125,3644.89,3899.1,254.21
150110123,2019-12-02,Dec,2019,12/2/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,96,1679.31,1589.31,90,1531.36,1679.31,147.95
150110124,2019-12-01,Dec,2019,12/2/2019,10,55,CB,GEOPHYSICAL SURVEY SYSTEMS,NASHUA,,GEOPHYSICAL SURVEY SYSTEMS,22,1405.78,1171.31,234.47,,1405.78,1405.78
150110125,2019-12-03,Dec,2019,12/2/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,498,723.72,613.72,110,418.47,723.72,305.25
150110126,2020-01-12,Jan,2020,12/2/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"7,717",140,,140,5232.11,140,-5092.11
150110128,2020-01-03,Jan,2020,12/2/2019,10,55,CB,EASY STREET SALES CORP.,ROCHESTER,,EASY STREET SALES CORP.,"16,127",140,,140,34794.7,140,-34654.7
150110129,2019-12-03,Dec,2019,12/2/2019,10,55,CB,AGRITEC AMERICAS CORP.,PROVIDENCE,,AGRITEC AMERICAS CORP.,113,232.14,81.14,151,,232.14,232.14
150110130,2019-12-03,Dec,2019,12/2/2019,10,55,CB,FLINTEC INC,HUDSON,,FLINTEC INC,"2,916",1457.88,1332.88,125,964.51,1457.88,493.37
150110131,2019-12-01,Dec,2019,12/2/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",347,808.26,573.97,234.29,124.3,808.26,683.96
150110132,2019-12-26,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"21,834",11618.95,11343.95,275,11134,11618.95,484.95
150110133,2019-12-30,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"3,292",2509.18,2234.18,275,2115.46,2509.18,393.72
150110134,2019-12-31,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"11,856",403.34,128.34,275,,403.34,403.34
150110135,2019-12-20,Dec,2019,12/2/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"3,325",4177.27,3912.27,265,3849.48,4177.27,327.79
150110136,2019-12-09,Dec,2019,12/3/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"2,653",12590.55,12049.27,541.28,,12590.55,12590.55
150110137,2019-12-05,Dec,2019,12/3/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,252,746.12,500.12,246,,746.12,746.12
150110138,2019-11-28,Nov,2019,12/3/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",346,587.38,413.64,173.74,1.48,587.38,585.9
150110139,2019-12-04,Dec,2019,12/3/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,75,437.67,317.67,120,244.5,437.67,193.17
150110140,2020-01-12,Jan,2020,12/3/2019,10,55,CB,"YAMAHA UNIFIED COMMUNICATIONS, INC",SUDBURY,,"YAMAHA UNIFIED COMMUNICATIONS, INC","2,500",9305.49,9205.49,100,8925,9305.49,380.49
150110141,2019-12-01,Dec,2019,12/3/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",363,584.22,402.5,181.72,,584.22,584.22
150110143,2019-12-22,Dec,2019,12/3/2019,10,55,CB,UBV OCEAN & AIR SRL,PIOLTELLO (MI),,FA USA GROUP INC.,"7,017",10890.07,8537.57,2352.5,4985.28,6400.07,5904.79
150110144,2019-12-04,Dec,2019,12/3/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,99,164.33,54.33,110,5.49,164.33,158.84
150110145,2019-12-22,Dec,2019,12/3/2019,10,55,CB,BREWSTER HOME FASHIONS LLC,RANDOLPH,,BREWSTER HOME FASHIONS LLC,,,,,,,
150110146,2020-01-09,Jan,2020,12/3/2019,10,55,CB,"HABITAT CLOTHES TO LIVE IN, INC",NORWOOD,,"HABITAT CLOTHES TO LIVE IN, INC","24,852",150,,150,239739.51,150,-239589.51
150110147,2020-01-12,Jan,2020,12/3/2019,10,55,CB,INKCUPS NOW CORPORATION,DANVERS,,INKCUPS NOW CORPORATION,860,7999.7,7900.7,99,7500,7999.7,499.7
150110148,2019-12-24,Dec,2019,12/3/2019,10,55,CB,"ELECTRONICS FOR IMAGING, INC.",FREMONT,,ELECTRONICS FOR IMAGING INC,,,,,,,
150110149,2019-12-04,Dec,2019,12/3/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,644,1618.85,1508.85,110,1285.98,1618.85,332.87
150110150,2020-01-12,Jan,2020,12/3/2019,10,55,CB,INKCUPS NOW CORPORATION,DANVERS,,INKCUPS NOW CORPORATION,"4,200",16568.99,16366.49,202.5,15540.6,16568.99,1028.39
150110151,2019-12-24,Dec,2019,12/3/2019,10,55,CB,KAPPY'S IMPORTING & DIST CO INC,EVERETT,,KAPPY'S IMPORTING & DIST CO INC,"8,705",832.06,568.56,263.5,340.21,832.06,491.85
150110152,2020-01-19,Jan,2020,12/3/2019,10,55,CB,WELLPET LLC,TEWKSBURY,,WELLPET LLC,"5,616",387.16,147.16,240,,387.16,387.16
150110153,2019-12-20,Dec,2019,12/3/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,"MONACO FOODS, INC","20,399",2824.95,2410.44,414.51,890.35,,1934.6
150110154,2020-01-14,Jan,2020,12/3/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,REMA FOODS INC,"37,640",3745.28,3402.78,342.5,1814.37,,1930.91
150110155,2019-12-03,Dec,2019,12/3/2019,10,55,CB,SHO-AIR INTERNATIONAL INC.,HUNTINGTON BEACH,,CREST TECHNOLOGIES INC,47,100,,100,,100,100
150110156,2020-01-02,Jan,2020,12/3/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,"RUDY & SON, INC","19,620",2308.2,1950.7,357.5,873.7,,1434.5
150110157,2019-11-29,Nov,2019,12/3/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",303,541.23,352.56,188.67,,541.23,541.23
150110158,2019-12-27,Dec,2019,12/3/2019,10,55,CB,ACEITES ABASA S.A.,BAENA,,JETRO CASH & CARRY,"20,399",2429.71,2200.77,228.94,890.35,,1539.36
150110159,2019-12-02,Dec,2019,12/3/2019,10,55,CB,"LEWA-NIKKISO AMERICA, INC.",HOLLISTON,,"LEWA-NIKKISO AMERICA, INC.",237,1650.21,1289.93,360.28,897.91,1650.21,752.3
150110160,2020-01-19,Jan,2020,12/3/2019,10,55,CB,WELLPET LLC,TEWKSBURY,,WELLPET LLC,"12,168",488.85,273.72,215.13,,488.85,488.85
150110161,2019-12-03,Dec,2019,12/3/2019,10,55,CB,SHRUT & ASCH LEATHER CO INC,WOBURN,,SHRUT & ASCH LEATHER CO INC,271,685.14,421.02,264.12,235.51,685.14,449.63
150110162,2020-01-28,Jan,2020,12/3/2019,10,55,CB,WOODLAND GROUP,CHELSEA,,ZOLL MEDICAL CORP,"2,237",1149.59,924.59,225,,1149.59,1149.59
150110163,2019-12-02,Dec,2019,12/3/2019,10,55,CB,GEOPHYSICAL SURVEY SYSTEMS,NASHUA,,GEOPHYSICAL SURVEY SYSTEMS,10,150,,150,,150,150
150110164,2020-01-08,Jan,2020,12/3/2019,10,55,CB,SHEANDRO LLC,SARASOTA,,INTERNATIONAL GOURMET FOODS,"12,995",1057.61,927.61,130,532.55,1057.61,525.06
150110165,2020-01-14,Jan,2020,12/3/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,TRADER JOES COMPANY,"39,440",4708.75,4316.25,392.5,1319,,3389.75
150110166,2020-01-02,Jan,2020,12/3/2019,10,55,CB,PIETRO CORICELLI SPA,SPOLETO,,TRADER JOES COMPANY,"39,380",3778.88,3436.38,342.5,1319,,2459.88
150110167,2019-12-04,Dec,2019,12/3/2019,10,55,CB,EASTERN SALT COMPANY INC,LOWELL,,EASTERN SALT COMPANY INC,"61,025",1558.65,1258.65,300,,1558.65,1558.65
150110168,2019-12-03,Dec,2019,12/4/2019,10,55,CB,OLYMPUS SCI SOL AMERICA CORP,WALTHAM,,OLYMPUS SCI SOL AMERICA CORP,4,156.79,26.79,130,,156.79,156.79
150110169,2019-12-04,Dec,2019,12/4/2019,10,55,CB,GROUP FOUR TRANSDUCERS,EAST LONGMEADOW,,GROUP FOUR TRANSDUCERS,342,560.95,379.95,181,267.82,560.95,293.13
150110171,2019-12-05,Dec,2019,12/4/2019,10,55,CB,HYDROW INC,CAMBRIDGE,,HYDROW INC,225,338.75,213.75,125,176.96,338.75,161.79
150110172,2019-12-04,Dec,2019,12/4/2019,10,55,CB,BATHROOM BRANDS USA LLC,MILFORD,,BATHROOM BRANDS USA LLC,75,465.28,455.28,10,428.49,465.28,36.79
150110173,2019-12-29,Dec,2019,12/4/2019,10,55,CB,AMERICAN SCIENCE & ENGINEERING I,BILLERICA,,AMERICAN SCIENCE & ENGINEERING I,"2,096",,125,-125,,,
150110174,2019-12-02,Dec,2019,12/4/2019,10,55,CB,MICROSEMI FREQUENCY AND TIME COR,SAN JOSE,,MICROSEMI FREQUENCY AND TIME COR,6,130,,130,,130,130
150110176,2019-12-05,Dec,2019,12/4/2019,10,55,CB,WATSON MARLOW INC,WILMINGTON,,WATSON MARLOW INC,381,1195.93,1085.93,110,873.42,1195.93,322.51
150110177,2020-01-07,Jan,2020,12/4/2019,10,55,CB,TIMES MICROWAVE SYSTEMS,WALLINGFORD,,TIMES MICROWAVE SYSTEMS,850,15295.37,15145.37,150,14575,15295.37,720.37
150110178,2019-12-05,Dec,2019,12/4/2019,10,55,CB,ISLAND SEAFOOD,ELIOT,,ISLAND SEAFOOD,"8,800",120,,120,,,120
150110182,2019-12-04,Dec,2019,12/4/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,173,1449.34,1349.83,99.51,3.74,1449.34,1445.6
150110183,2019-12-04,Dec,2019,12/4/2019,10,55,CB,LIFETIME BRANDS,GARDEN CITY,,LIFETIME BRANDS,177,1492.78,1393.56,99.22,3.4,1492.78,1489.38
150110184,2019-12-10,Dec,2019,12/4/2019,10,55,CB,THE DESIGN HOUSE,NASHVILLE,,THE DESIGN HOUSE,"8,700",2072.7,1847.7,225,1713.12,2072.7,359.58
150110185,2019-12-04,Dec,2019,12/4/2019,10,55,CB,"YAMAHA UNIFIED COMMUNICATIONS, INC",SUDBURY,,"YAMAHA UNIFIED COMMUNICATIONS, INC",418,5646.52,5360.51,286.01,2709,5646.52,2937.52
150110186,2020-01-10,Jan,2020,12/4/2019,10,55,CB,ZOLL MEDICAL CORP,CHELMSFORD,,ZOLL MEDICAL CORP,304,980.94,700.43,280.51,415,980.94,565.94
150110187,2019-12-06,Dec,2019,12/4/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,132,651.1,455.1,196,,651.1,651.1
150110188,2019-12-07,Dec,2019,12/4/2019,10,55,CB,LANTHEUS MEDICAL IMAGING INC,ST. LOUIS,,LANTHEUS MEDICAL IMAGING INC,264,1114.76,618.76,496,,1114.76,1114.76
