,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
103,633009272-01,60,AE,35.0,22.0,MOLIVEIRA,2021-01-20,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,6421.14,5282.31,1138.83,6421.14,6421.14,0.0,125.0,1.538,0.0,,125.0
104,633009368-01,60,AE,35.0,22.0,MOLIVEIRA,2021-01-27,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4760.69,3769.55,991.14,4760.69,4760.69,0.0,98.0,1.416,0.0,,98.0
105,633009369-01,60,AE,35.0,22.0,MOLIVEIRA,2021-01-30,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3933.77,3132.82,800.95,3933.77,3933.77,0.0,60.0,1.038,0.0,,60.0
106,633009425-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-13,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4861.94,4049.14,812.8,4861.94,4861.94,0.0,95.0,1.098,0.0,,95.0
107,633009427-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-06,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,6742.79,5661.51,1081.28,6742.79,6742.79,0.0,137.0,1.536,0.0,,137.0
108,633009428-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-10,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4520.89,3682.0,838.89,4520.89,4520.89,0.0,84.0,1.098,0.0,,84.0
109,633009548-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-17,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3733.08,2951.85,781.23,3733.08,3733.08,0.0,57.0,1.007,0.0,,57.0
110,633009549-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-20,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5247.35,4253.67,993.68,5247.35,5247.35,0.0,105.0,1.475,0.0,,105.0
111,633009620-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-24,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5807.27,4780.73,1026.54,5807.27,5807.27,0.0,192.0,1.525,0.0,,192.0
112,633009622-01,60,AE,35.0,22.0,MOLIVEIRA,2021-02-27,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5984.37,4945.02,1039.35,5984.37,5984.37,0.0,107.0,1.475,0.0,,107.0
113,633009709-01,60,AE,35.0,22.0,MOLIVEIRA,2021-03-13,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4752.16,3956.69,795.47,4752.16,4752.16,0.0,100.0,1.066,0.0,,100.0
114,633009711-01,60,AE,35.0,22.0,MOLIVEIRA,2021-03-06,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7391.15,6239.34,1151.81,7391.15,7391.15,0.0,140.0,1.564,0.0,,140.0
115,633009712-01,60,AE,35.0,22.0,MOLIVEIRA,2021-03-10,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4313.11,3696.58,616.53,4313.11,4313.11,0.0,46.0,0.629,0.0,,46.0
116,633009860-01,60,AE,35.0,22.0,MOLIVEIRA,2021-03-24,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4598.04,3779.87,818.17,4598.04,4598.04,0.0,106.0,1.123,0.0,,106.0
117,633009861-01,60,AE,35.0,22.0,MOLIVEIRA,2021-03-17,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4180.85,3406.78,774.07,4180.85,4180.85,0.0,74.0,0.975,0.0,,74.0
118,633009862-01,60,AE,35.0,22.0,MOLIVEIRA,2021-03-20,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4860.55,4037.25,823.3,4860.55,4860.55,0.0,120.0,1.123,0.0,,120.0
